	2	1	32	04h 20' 51''
	2	2	182	04h 20' 51''
	2	3	12	04h 20' 51''
	2	4	184	04h 20' 51''
	2	5	207	04h 20' 51''
	2	6	51	04h 20' 51''
	2	7	165	04h 20' 51''
	2	8	98	04h 20' 51''
	2	9	61	04h 20' 51''
	2	10	1	04h 20' 51''
	2	11	201	04h 20' 51''
	2	12	81	04h 20' 51''
	2	13	209	04h 20' 51''
	2	14	111	04h 20' 51''
	2	15	141	04h 20' 51''
	2	16	21	04h 20' 51''
	2	17	11	04h 20' 51''
	2	18	151	04h 20' 51''
	2	19	99	04h 20' 51''
	2	20	147	04h 20' 51''
	2	21	4	04h 20' 51''
	2	22	129	04h 20' 51''
	2	23	36	04h 20' 51''
	2	24	41	04h 20' 51''
	2	25	114	04h 20' 51''
	2	26	2	04h 20' 51''
	2	27	71	04h 21' 01''
	2	28	126	04h 21' 02''
	2	29	22	04h 21' 02''
	2	30	121	04h 21' 02''
	2	31	157	04h 21' 02''
	2	32	79	04h 21' 02''
	2	33	49	04h 21' 06''
	2	34	28	04h 21' 06''
	2	35	83	04h 21' 08''
	2	36	69	04h 21' 08''
	2	37	88	04h 21' 08''
	2	38	107	04h 21' 08''
	2	39	137	04h 21' 08''
	2	40	131	04h 21' 08''
	2	41	211	04h 21' 08''
	2	42	25	04h 21' 08''
	2	43	15	04h 21' 12''
	2	44	177	04h 21' 08''
	2	45	46	04h 21' 12''
	2	46	9	04h 21' 15''
	2	47	198	04h 21' 17''
	2	48	195	04h 21' 17''
	2	49	65	04h 21' 23''
	2	50	159	04h 21' 26''
	2	51	124	04h 21' 26''
	2	52	145	04h 21' 26''
	2	53	42	04h 21' 26''
	2	54	18	04h 21' 26''
	2	55	5	04h 21' 32''
	2	56	44	04h 21' 32''
	2	57	214	04h 21' 32''
	2	58	175	04h 21' 32''
	2	59	149	04h 21' 32''
	2	60	35	04h 21' 39''
	2	61	31	04h 21' 39''
	2	62	43	04h 21' 39''
	2	63	118	04h 21' 39''
	2	64	66	04h 21' 39''
	2	65	186	04h 21' 39''
	2	66	67	04h 21' 48''
