	12	1	163	04h 31' 51''
	12	2	107	04h 31' 53''
	12	3	191	04h 32' 05''
	12	4	72	04h 32' 31''
	12	5	172	04h 32' 31''
	12	6	54	04h 34' 43''
	12	7	109	04h 35' 04''
	12	8	57	04h 35' 17''
	12	9	218	04h 36' 14''
	12	10	61	04h 36' 56''
	12	11	209	04h 37' 15''
	12	12	21	04h 37' 15''
	12	13	157	04h 37' 15''
	12	14	41	04h 37' 15''
	12	15	141	04h 37' 15''
	12	16	12	04h 37' 15''
	12	17	11	04h 37' 15''
	12	18	99	04h 37' 15''
	12	19	91	04h 36' 56''
	12	20	184	04h 38' 21''
	12	21	126	04h 38' 21''
	12	22	111	04h 38' 21''
	12	23	18	04h 38' 21''
	12	24	2	04h 38' 36''
	12	25	1	04h 36' 56''
	12	26	36	04h 38' 42''
	12	27	81	04h 39' 15''
	12	28	9	04h 39' 15''
	12	29	149	04h 39' 15''
	12	30	6	04h 39' 18''
	12	31	5	04h 39' 45''
	12	32	183	04h 39' 45''
	12	33	161	04h 41' 21''
	12	34	69	04h 41' 26''
	12	35	94	04h 41' 26''
	12	36	49	04h 41' 26''
	12	37	131	04h 41' 26''
	12	38	198	04h 41' 26''
	12	39	25	04h 41' 26''
	12	40	79	04h 41' 26''
	12	41	197	04h 41' 56''
	12	42	65	04h 43' 32''
	12	43	213	04h 44' 04''
	12	44	4	04h 44' 20''
	12	45	137	04h 45' 31''
	12	46	128	04h 46' 02''
	12	47	96	04h 46' 02''
	12	48	219	04h 46' 24''
	12	49	166	04h 46' 24''
	12	50	74	04h 46' 24''
	12	51	156	04h 46' 24''
	12	52	136	04h 46' 24''
	12	53	42	04h 47' 16''
	12	54	29	04h 47' 18''
	12	55	28	04h 47' 18''
	12	56	43	04h 48' 18''
	12	57	205	04h 50' 23''
	12	58	208	04h 50' 23''
	12	59	127	04h 51' 35''
	12	60	45	04h 51' 35''
	12	61	46	04h 51' 35''
	12	62	66	04h 51' 35''
	12	63	97	04h 53' 17''
