	20	1	17	04h 06' 45''
	20	2	79	04h 07' 04''
	20	3	22	04h 07' 27''
	20	4	182	04h 07' 34''
	20	5	151	04h 08' 28''
	20	6	36	04h 08' 29''
	20	7	51	04h 07' 34''
	20	8	141	04h 10' 09''
	20	9	184	04h 10' 57''
	20	10	41	04h 10' 57''
	20	11	11	04h 10' 57''
	20	12	12	04h 10' 59''
	20	13	209	04h 10' 59''
	20	14	157	04h 10' 59''
	20	15	37	04h 11' 02''
	20	16	94	04h 11' 03''
	20	17	6	04h 11' 03''
	20	18	9	04h 11' 03''
	20	19	2	04h 11' 03''
	20	20	1	04h 11' 03''
	20	21	5	04h 11' 03''
	20	22	91	04h 11' 03''
	20	23	49	04h 11' 29''
	20	24	81	04h 11' 36''
	20	25	163	04h 12' 27''
	20	26	198	04h 13' 31''
	20	27	18	04h 13' 40''
	20	28	159	04h 13' 40''
	20	29	149	04h 13' 48''
	20	30	48	04h 13' 54''
	20	31	126	04h 14' 25''
	20	32	72	04h 14' 49''
	20	33	217	04h 15' 34''
	20	34	131	04h 15' 55''
	20	35	136	04h 15' 55''
	20	36	61	04h 16' 34''
	20	37	129	04h 17' 06''
	20	38	69	04h 17' 25''
	20	39	189	04h 17' 43''
	20	40	65	04h 18' 12''
	20	41	172	04h 18' 44''
	20	42	76	04h 19' 02''
	20	43	74	04h 19' 02''
	20	44	39	04h 19' 02''
	20	45	115	04h 19' 08''
	20	46	194	04h 19' 36''
	20	47	42	04h 19' 36''
	20	48	127	04h 20' 02''
	20	49	13	04h 21' 03''
	20	50	205	04h 21' 18''
	20	51	67	04h 22' 00''
	20	52	139	04h 22' 51''
	20	53	92	04h 24' 10''
	20	54	25	04h 24' 23''
	20	55	28	04h 24' 23''
	20	56	21	04h 24' 23''
	20	57	27	04h 24' 23''
	20	58	26	04h 24' 23''
	20	59	99	04h 24' 23''
	20	60	96	04h 24' 23''
	20	61	4	04h 24' 23''
	20	62	175	04h 24' 48''
	20	63	43	04h 24' 53''
	20	64	46	04h 24' 53''
	20	65	45	04h 24' 53''
	20	66	57	04h 26' 42''
	20	67	56	04h 26' 42''
	20	68	137	04h 26' 42''
	20	69	52	04h 26' 42''
	20	70	111	04h 26' 42''
	20	71	153	04h 27' 38''
	20	72	155	04h 27' 38''
	20	73	116	04h 27' 38''
	20	74	89	04h 27' 38''
	20	75	97	04h 27' 38''
	20	76	165	04h 27' 38''
	20	77	14	04h 27' 38''
	20	78	78	04h 27' 38''
	20	79	73	04h 27' 38''
	20	80	156	04h 27' 53''
	20	81	206	04h 28' 54''
	20	82	158	04h 29' 20''
	20	83	19	04h 29' 20''
	20	84	134	04h 29' 44''
	20	85	55	04h 30' 43''
	20	86	66	04h 33' 16''
	20	87	133	04h 33' 16''
	20	88	23	04h 33' 41''
	20	89	47	04h 33' 41''
	20	90	35	04h 34' 07''
	20	91	124	04h 34' 42''
	20	92	109	04h 34' 42''
	20	93	193	04h 34' 42''
	20	94	145	04h 34' 42''
	20	95	88	04h 34' 42''
	20	96	3	04h 34' 42''
	20	97	32	04h 35' 02''
	20	98	208	04h 36' 19''
	20	99	143	04h 36' 22''
	20	100	173	04h 36' 25''
	20	101	93	04h 36' 27''
	20	102	7	04h 36' 37''
	20	103	207	04h 36' 37''
	20	104	212	04h 36' 37''
	20	105	166	04h 36' 37''
	20	106	98	04h 36' 37''
	20	107	8	04h 36' 37''
	20	108	29	04h 36' 37''
	20	109	85	04h 36' 37''
	20	110	54	04h 36' 37''
	20	111	218	04h 36' 37''
	20	112	213	04h 36' 37''
	20	113	171	04h 36' 53''
	20	114	152	04h 36' 53''
	20	115	177	04h 36' 53''
	20	116	148	04h 37' 09''
	20	117	214	04h 37' 29''
	20	118	75	04h 40' 11''
	20	119	34	04h 40' 31''
	20	120	168	04h 40' 31''
	20	121	186	04h 40' 31''
	20	122	112	04h 40' 31''
	20	123	161	04h 40' 31''
	20	124	24	04h 40' 31''
	20	125	187	04h 40' 39''
	20	126	38	04h 40' 39''
	20	127	169	04h 40' 43''
	20	128	58	04h 40' 43''
	20	129	195	04h 40' 43''
	20	130	83	04h 40' 43''
	20	131	181	04h 40' 53''
	20	132	64	04h 40' 53''
	20	133	188	04h 40' 53''
	20	134	142	04h 40' 53''
	20	135	144	04h 40' 53''
	20	136	211	04h 40' 53''
	20	137	219	04h 40' 53''
	20	138	106	04h 40' 53''
	20	139	216	04h 40' 53''
	20	140	154	04h 40' 53''
	20	141	128	04h 40' 53''
	20	142	77	04h 40' 53''
	20	143	204	04h 40' 53''
	20	144	197	04h 40' 53''
	20	145	122	04h 40' 53''
	20	146	105	04h 40' 53''
	20	147	215	04h 40' 53''
	20	148	167	04h 40' 53''
	20	149	53	04h 40' 53''
	20	150	203	04h 40' 53''
	20	151	113	04h 40' 53''
	20	152	84	04h 40' 53''
	20	153	107	04h 40' 53''
	20	154	44	04h 40' 53''
	20	155	196	04h 40' 53''
	20	156	59	04h 40' 53''
	20	157	102	04h 40' 53''
	20	158	162	04h 40' 53''
	20	159	63	04h 40' 53''
	20	160	183	04h 40' 53''
	20	161	179	04h 41' 17''
	20	162	174	04h 41' 17''
	20	163	119	04h 41' 19''
	20	164	117	04h 41' 19''
	20	165	118	04h 41' 19''
	20	166	87	04h 41' 19''
	20	167	138	04h 41' 19''
	20	168	202	04h 41' 19''
	20	169	135	04h 41' 19''
	20	170	104	04h 41' 19''
	20	171	103	04h 41' 19''
	20	172	33	04h 41' 45''
	20	173	176	04h 42' 13''
	20	174	199	04h 42' 13''
	20	175	185	04h 43' 04''
