	18	1	1	30' 43''
	18	2	114	31' 04''
	18	3	21	31' 16''
	18	4	91	31' 16''
	18	5	41	31' 25''
	18	6	163	31' 45''
	18	7	17	31' 46''
	18	8	141	31' 48''
	18	9	157	31' 51''
	18	10	11	31' 53''
	18	11	73	31' 58''
	18	12	12	32' 01''
	18	13	36	32' 03''
	18	14	72	32' 05''
	18	15	22	32' 06''
	18	16	209	32' 06''
	18	17	61	32' 08''
	18	18	184	32' 11''
	18	19	177	32' 21''
	18	20	172	32' 27''
	18	21	19	32' 29''
	18	22	194	32' 37''
	18	23	9	32' 52''
	18	24	26	32' 55''
	18	25	94	32' 56''
	18	26	133	32' 58''
	18	27	165	33' 01''
	18	28	182	33' 03''
	18	29	126	33' 04''
	18	30	39	33' 05''
	18	31	47	33' 06''
	18	32	195	33' 07''
	18	33	5	33' 08''
	18	34	81	33' 10''
	18	35	4	33' 11''
	18	36	27	33' 11''
	18	37	205	33' 12''
	18	38	149	33' 18''
	18	39	23	33' 20''
	18	40	109	33' 21''
	18	41	211	33' 23''
	18	42	131	33' 26''
	18	43	25	33' 27''
	18	44	69	33' 27''
	18	45	45	33' 31''
	18	46	111	33' 32''
	18	47	2	33' 33''
	18	48	213	33' 37''
	18	49	115	33' 39''
	18	50	214	33' 39''
	18	51	88	33' 42''
	18	52	49	33' 45''
	18	53	217	33' 46''
	18	54	87	33' 46''
	18	55	103	33' 47''
	18	56	6	33' 50''
	18	57	74	33' 54''
	18	58	28	33' 57''
	18	59	128	33' 58''
	18	60	76	33' 58''
	18	61	159	33' 59''
	18	62	116	33' 59''
	18	63	79	34' 00''
	18	64	97	34' 01''
	18	65	202	34' 04''
	18	66	206	34' 04''
	18	67	33	34' 06''
	18	68	48	34' 06''
	18	69	124	34' 07''
	18	70	29	34' 10''
	18	71	96	34' 11''
	18	72	171	34' 11''
	18	73	208	34' 12''
	18	74	179	34' 12''
	18	75	185	34' 15''
	18	76	51	34' 15''
	18	77	78	34' 16''
	18	78	118	34' 17''
	18	79	175	34' 17''
	18	80	14	34' 18''
	18	81	46	34' 18''
	18	82	37	34' 20''
	18	83	55	34' 21''
	18	84	119	34' 21''
	18	85	203	34' 22''
	18	86	89	34' 22''
	18	87	129	34' 24''
	18	88	65	34' 24''
	18	89	42	34' 27''
	18	90	32	34' 28''
	18	91	207	34' 29''
	18	92	107	34' 31''
	18	93	173	34' 31''
	18	94	137	34' 32''
	18	95	212	34' 33''
	18	96	52	34' 37''
	18	97	98	34' 39''
	18	98	155	34' 42''
	18	99	139	34' 42''
	18	100	134	34' 43''
	18	101	219	34' 47''
	18	102	66	34' 49''
	18	103	127	34' 50''
	18	104	156	34' 52''
	18	105	145	34' 53''
	18	106	54	34' 56''
	18	107	92	34' 57''
	18	108	136	35' 01''
	18	109	168	35' 01''
	18	110	57	35' 01''
	18	111	193	35' 02''
	18	112	56	35' 04''
	18	113	13	35' 05''
	18	114	166	35' 06''
	18	115	93	35' 13''
	18	116	44	35' 14''
	18	117	34	35' 14''
	18	118	181	35' 14''
	18	119	83	35' 15''
	18	120	199	35' 16''
	18	121	104	35' 16''
	18	122	148	35' 17''
	18	123	77	35' 20''
	18	124	144	35' 25''
	18	125	188	35' 28''
	18	126	174	35' 28''
	18	127	7	35' 28''
	18	128	176	35' 28''
	18	129	67	35' 30''
	18	130	196	35' 31''
	18	131	75	35' 32''
	18	132	99	35' 34''
	18	133	122	35' 36''
	18	134	183	35' 37''
	18	135	186	35' 39''
	18	136	151	35' 40''
	18	137	204	35' 41''
	18	138	197	35' 41''
	18	139	158	35' 43''
	18	140	198	35' 43''
	18	141	152	35' 44''
	18	142	18	35' 47''
	18	143	3	35' 51''
	18	144	35	35' 54''
	18	145	187	35' 56''
	18	146	38	35' 57''
	18	147	58	35' 57''
	18	148	64	36' 03''
	18	149	218	36' 03''
	18	150	113	36' 05''
	18	151	24	36' 06''
	18	152	106	36' 06''
	18	153	85	36' 06''
	18	154	167	36' 06''
	18	155	102	36' 11''
	18	156	161	36' 12''
	18	157	112	36' 13''
	18	158	43	36' 13''
	18	159	63	36' 14''
	18	160	189	36' 18''
	18	161	8	36' 19''
	18	162	138	36' 24''
	18	163	84	36' 25''
	18	164	117	36' 27''
	18	165	142	36' 30''
	18	166	53	36' 32''
	18	167	59	36' 33''
	18	168	153	36' 33''
	18	169	169	36' 35''
	18	170	162	36' 37''
	18	171	135	36' 47''
	18	172	154	36' 59''
	18	173	143	37' 02''
	18	174	216	37' 22''
	18	175	191	37' 27''
	18	176	215	37' 46''
	18	177	105	38' 05''
