	21	93	20 pkte	20
	21	133	17 pkte	17
	21	109	15 pkte	15
	21	128	13 pkte	13
	21	83	11 pkte	11
	21	47	10 pkte	10
	21	214	9 pkte	9
	21	151	8 pkte	8
	21	177	7 pkte	7
	21	175	6 pkte	6
	21	188	5 pkte	5
	21	163	4 pkte	4
	21	179	3 pkte	3
	21	172	2 pkte	2
	21	173	1 pkte	1
	21	161	50 pkte	50
	21	32	30 pkte	30
	21	144	20 pkte	20
	21	103	18 pkte	18
	21	207	16 pkte	16
	21	67	14 pkte	14
	21	87	12 pkte	12
	21	196	10 pkte	10
	21	135	8 pkte	8
	21	106	7 pkte	7
	21	154	6 pkte	6
	21	216	5 pkte	5
	21	77	4 pkte	4
	21	186	3 pkte	3
	21	127	2 pkte	2
