	9	32	20 pkte	20
	9	163	17 pkte	17
	9	72	15 pkte	15
	9	37	13 pkte	13
	9	27	11 pkte	11
	9	15	10 pkte	10
	9	73	9 pkte	9
	9	49	8 pkte	8
	9	194	7 pkte	7
	9	121	6 pkte	6
	9	165	5 pkte	5
	9	114	4 pkte	4
	9	151	3 pkte	3
	9	13	2 pkte	2
	9	191	1 pkte	1
	9	114	20 pkte	20
	9	151	17 pkte	17
	9	37	15 pkte	15
	9	191	13 pkte	13
	9	13	11 pkte	11
	9	121	10 pkte	10
	9	52	9 pkte	9
	9	27	8 pkte	8
	9	71	7 pkte	7
	9	209	6 pkte	6
	9	1	5 pkte	5
	9	11	4 pkte	4
	9	91	3 pkte	3
	9	184	2 pkte	2
	9	15	1 pkte	1











