	7	104	20 pkte	20
	7	191	17 pkte	17
	7	55	15 pkte	15
	7	217	13 pkte	13
	7	115	11 pkte	11
	7	82	10 pkte	10
	7	22	9 pkte	9
	7	173	8 pkte	8
	7	84	7 pkte	7
	7	98	6 pkte	6
	7	26	5 pkte	5
	7	205	4 pkte	4
	7	42	3 pkte	3
	7	185	2 pkte	2
	7	49	1 pkte	1
	7	104	30 pkte	30
	7	205	25 pkte	25
	7	191	22 pkte	22
	7	22	19 pkte	19
	7	98	17 pkte	17
	7	198	15 pkte	15
	7	9	13 pkte	13
	7	6	11 pkte	11
	7	16	9 pkte	9
	7	12	7 pkte	7
	7	1	6 pkte	6
	7	36	5 pkte	5
	7	91	4 pkte	4
	7	182	3 pkte	3
	7	184	2 pkte	2













