	12	183	20 pkte	20
	12	54	17 pkte	17
	12	161	15 pkte	15
	12	171	13 pkte	13
	12	163	11 pkte	11
	12	191	10 pkte	10
	12	109	9 pkte	9
	12	107	8 pkte	8
	12	197	7 pkte	7
	12	172	6 pkte	6
	12	218	5 pkte	5
	12	72	4 pkte	4
	12	57	3 pkte	3
	12	46	2 pkte	2
	12	139	1 pkte	1
	12	163	30 pkte	30
	12	107	25 pkte	25
	12	191	22 pkte	22
	12	72	19 pkte	19
	12	172	17 pkte	17
	12	54	15 pkte	15
	12	109	13 pkte	13
	12	57	11 pkte	11
	12	218	9 pkte	9
	12	61	7 pkte	7
	12	209	6 pkte	6
	12	21	5 pkte	5
	12	157	4 pkte	4
	12	41	3 pkte	3
	12	141	2 pkte	2








