	17	32	20 pkte	20
	17	98	17 pkte	17
	17	214	15 pkte	15
	17	72	13 pkte	13
	17	26	11 pkte	11
	17	79	10 pkte	10
	17	25	9 pkte	9
	17	179	8 pkte	8
	17	155	7 pkte	7
	17	48	6 pkte	6
	17	37	5 pkte	5
	17	149	4 pkte	4
	17	165	3 pkte	3
	17	124	2 pkte	2
	17	107	1 pkte	1
	17	149	20 pkte	20
	17	79	17 pkte	17
	17	37	15 pkte	15
	17	155	13 pkte	13
	17	214	11 pkte	11
	17	179	10 pkte	10
	17	48	9 pkte	9
	17	72	8 pkte	8
	17	124	7 pkte	7
	17	91	6 pkte	6
	17	1	5 pkte	5
	17	209	4 pkte	4
	17	41	3 pkte	3
	17	21	2 pkte	2
	17	157	1 pkte	1



