	14	134	20 pkte	20
	14	84	17 pkte	17
	14	128	15 pkte	15
	14	74	13 pkte	13
	14	32	11 pkte	11
	14	181	10 pkte	10
	14	101	9 pkte	9
	14	171	8 pkte	8
	14	186	7 pkte	7
	14	187	6 pkte	6
	14	162	5 pkte	5
	14	87	4 pkte	4
	14	185	3 pkte	3
	14	188	2 pkte	2
	14	102	1 pkte	1
	14	101	50 pkte	50
	14	144	30 pkte	30
	14	32	20 pkte	20
	14	113	18 pkte	18
	14	181	16 pkte	16
	14	161	14 pkte	14
	14	171	12 pkte	12
	14	154	10 pkte	10
	14	196	8 pkte	8
	14	44	7 pkte	7
	14	53	6 pkte	6
	14	135	5 pkte	5
	14	112	4 pkte	4
	14	207	3 pkte	3
	14	204	2 pkte	2






