	11	181	20 pkte	20
	11	32	17 pkte	17
	11	101	15 pkte	15
	11	187	13 pkte	13
	11	186	11 pkte	11
	11	39	10 pkte	10
	11	183	9 pkte	9
	11	36	8 pkte	8
	11	11	7 pkte	7
	11	8	6 pkte	6
	11	142	5 pkte	5
	11	203	4 pkte	4
	11	12	3 pkte	3
	11	7	2 pkte	2
	11	16	1 pkte	1
	11	32	50 pkte	50
	11	1	30 pkte	30
	11	33	20 pkte	20
	11	144	18 pkte	18
	11	196	16 pkte	16
	11	67	14 pkte	14
	11	103	12 pkte	12
	11	161	10 pkte	10
	11	75	8 pkte	8
	11	78	7 pkte	7
	11	106	6 pkte	6
	11	113	5 pkte	5
	11	53	4 pkte	4
	11	216	3 pkte	3
	11	209	2 pkte	2









