	5	98	20 pkte	20
	5	24	17 pkte	17
	5	163	15 pkte	15
	5	107	13 pkte	13
	5	177	11 pkte	11
	5	37	10 pkte	10
	5	46	9 pkte	9
	5	219	8 pkte	8
	5	136	7 pkte	7
	5	171	6 pkte	6
	5	181	5 pkte	5
	5	101	4 pkte	4
	5	32	3 pkte	3
	5	108	2 pkte	2
	5	187	1 pkte	1
	5	98	30 pkte	30
	5	163	25 pkte	25
	5	37	22 pkte	22
	5	141	19 pkte	19
	5	184	17 pkte	17
	5	136	15 pkte	15
	5	182	13 pkte	13
	5	209	11 pkte	11
	5	1	9 pkte	9
	5	99	7 pkte	7
	5	81	6 pkte	6
	5	91	5 pkte	5
	5	41	4 pkte	4
	5	126	3 pkte	3
	5	11	2 pkte	2















