	6	133	20 pkte	20
	6	152	17 pkte	17
	6	171	15 pkte	15
	6	207	13 pkte	13
	6	32	11 pkte	11
	6	181	10 pkte	10
	6	68	9 pkte	9
	6	101	8 pkte	8
	6	187	7 pkte	7
	6	186	6 pkte	6
	6	185	5 pkte	5
	6	105	4 pkte	4
	6	188	3 pkte	3
	6	189	2 pkte	2
	6	162	1 pkte	1
	6	101	50 pkte	50
	6	181	30 pkte	30
	6	216	20 pkte	20
	6	144	18 pkte	18
	6	196	16 pkte	16
	6	32	14 pkte	14
	6	53	12 pkte	12
	6	68	10 pkte	10
	6	171	8 pkte	8
	6	132	7 pkte	7
	6	207	6 pkte	6
	6	154	5 pkte	5
	6	44	4 pkte	4
	6	82	3 pkte	3
	6	161	2 pkte	2














