	16	182	20 pkte	20
	16	185	17 pkte	17
	16	32	15 pkte	15
	16	101	13 pkte	13
	16	171	11 pkte	11
	16	36	10 pkte	10
	16	38	9 pkte	9
	16	172	8 pkte	8
	16	179	7 pkte	7
	16	104	6 pkte	6
	16	177	5 pkte	5
	16	95	4 pkte	4
	16	176	3 pkte	3
	16	145	2 pkte	2
	16	174	1 pkte	1
	16	32	50 pkte	50
	16	144	30 pkte	30
	16	75	20 pkte	20
	16	113	18 pkte	18
	16	207	16 pkte	16
	16	62	14 pkte	14
	16	57	12 pkte	12
	16	186	10 pkte	10
	16	103	8 pkte	8
	16	98	7 pkte	7
	16	12	6 pkte	6
	16	137	5 pkte	5
	16	41	4 pkte	4
	16	1	3 pkte	3
	16	157	2 pkte	2




