	1	77	20 pkte	20
	1	133	17 pkte	17
	1	84	15 pkte	15
	1	213	13 pkte	13
	1	161	11 pkte	11
	1	181	10 pkte	10
	1	32	9 pkte	9
	1	171	8 pkte	8
	1	98	7 pkte	7
	1	101	6 pkte	6
	1	187	5 pkte	5
	1	186	4 pkte	4
	1	146	3 pkte	3
	1	144	2 pkte	2
	1	103	1 pkte	1
	1	101	50 pkte	50
	1	181	30 pkte	30
	1	32	20 pkte	20
	1	161	18 pkte	18
	1	68	16 pkte	16
	1	196	14 pkte	14
	1	171	12 pkte	12
	1	144	10 pkte	10
	1	216	8 pkte	8
	1	167	7 pkte	7
	1	75	6 pkte	6
	1	67	5 pkte	5
	1	111	4 pkte	4
	1	182	3 pkte	3
	1	113	2 pkte	2
